contractId,businessDate,tradeTime,stockSymbol,securityName,stockId,buyerMemberId,buyerBrokerName,sellerMemberId,sellerBrokerName,contractQuantity,contractRate,contractAmount,tradeBookId
2026092301000001,2026-09-23,2026-09-23T10:46:00.006241,NABIL,Nabil Bank Limited,131,34,Vision Securities Pvt. Ltd,51,Oxford Securities Pvt. Ltd.,10,570.0,5700.0,199361486
2026092301000002,2026-09-23,2026-09-23T10:46:00.006554,NABIL,Nabil Bank Limited,131,57,Aryatara Investment & Securities,22,Siprabi Securities Pvt. Ltd.,60,570.0,34200.0,199361488
2026092301000003,2026-09-23,2026-09-23T10:46:00.006676,NABIL,Nabil Bank Limited,131,57,Aryatara Investment & Securities,58,Naasa Securities Co. Ltd.,40,570.0,22800.0,199361491
2026092301000004,2026-09-23,2026-09-23T10:46:00.016881,NIMB,Nepal Investment Mega Bank Limited,132,34,Vision Securities Pvt. Ltd,54,Sewa Securities Pvt. Ltd.,10,206.8,2068.0,199361506
2026092301000005,2026-09-23,2026-09-23T10:46:00.019906,SCB,Standard Chartered Bank Limited,133,34,Vision Securities Pvt. Ltd,22,Siprabi Securities Pvt. Ltd.,10,689.8,6898.0,199361525
2026092301000006,2026-09-23,2026-09-23T10:46:00.023377,HBL,Himalayan Bank Limited,134,45,Imperial Securities Company Pvt. Ltd.,56,Sri Hari Securities Pvt. Ltd.,10,190.0,1900.0,199361531
2026092301000007,2026-09-23,2026-09-23T10:46:00.030298,EBL,Everest Bank Limited,137,34,Vision Securities Pvt. Ltd,43,South Asian Bulls Pvt. Ltd.,10,733.0,7330.0,199361549
2026092301000008,2026-09-23,2026-09-23T10:46:00.04555,SBL,Siddhartha Bank Limited,145,4,Opal Securities Investment (PVT) Ltd.,50,Cristal Kanchanjanga Securites Pvt. Ltd.,10,460.0,4600.0,199361581
2026092301000009,2026-09-23,2026-09-23T10:46:00.045589,SBL,Siddhartha Bank Limited,145,5,Market Securities & Exchange (PVT) Ltd.,50,Cristal Kanchanjanga Securites Pvt. Ltd.,50,460.0,23000.0,199361586
2026092301000010,2026-09-23,2026-09-23T10:46:00.061379,GBIME,Global IME Bank Limited,341,34,Vision Securities Pvt. Ltd,49,Online Securities Pvt. Ltd.,10,247.5,2475.0,199361599
2026092301000011,2026-09-23,2026-09-23T10:46:00.061409,GBIME,Global IME Bank Limited,341,89,Global IME Securities Limited,49,Online Securities Pvt. Ltd.,10,247.5,2475.0,199361603
2026092301000012,2026-09-23,2026-09-23T10:46:00.061429,GBIME,Global IME Bank Limited,341,38,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,49,Online Securities Pvt. Ltd.,4,247.5,990.0,199361604
2026092301000013,2026-09-23,2026-09-23T10:46:00.061475,GBIME,Global IME Bank Limited,341,38,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,54,Sewa Securities Pvt. Ltd.,100,247.5,24750.0,199361606
2026092301000014,2026-09-23,2026-09-23T10:46:00.061502,GBIME,Global IME Bank Limited,341,38,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,41,Linch Stock Market Ltd.,296,247.5,73260.0,199361609
2026092301000015,2026-09-23,2026-09-23T10:46:00.061524,GBIME,Global IME Bank Limited,341,77,Nabil Stock Dealer Ltd.,41,Linch Stock Market Ltd.,12,247.5,2970.0,199361611
2026092301000016,2026-09-23,2026-09-23T10:46:00.068274,PCBL,Prime Commercial Bank Ltd.,357,35,Kohinoor Investment & Securities Pvt. Ltd.,49,Online Securities Pvt. Ltd.,10,260.0,2600.0,199361618
2026092301000017,2026-09-23,2026-09-23T10:46:00.068314,PCBL,Prime Commercial Bank Ltd.,357,35,Kohinoor Investment & Securities Pvt. Ltd.,47,Neev Securities Pvt. Ltd.,290,260.0,75400.0,199361621
2026092301000018,2026-09-23,2026-09-23T10:46:00.075691,NBL,Nepal Bank Limited,517,101,APPLE SECURITIES PRIVATE LIMITED,32,Premier Securities Company Ltd.,53,297.0,15741.0,199361626
2026092301000019,2026-09-23,2026-09-23T10:46:00.113059,SRLI,Sanima Reliance Life Insurance Limited,5982,69,INDEX SECURITIES LIMITED,84,MILKY WAY SHARE BROKER COMPANY LTD ,20,396.9,7938.0,199361631
2026092301000020,2026-09-23,2026-09-23T10:46:00.137975,EBLD85,10.50% Everest Bank Limited Debenture 2085,8119,49,Online Securities Pvt. Ltd.,100,Sunrise Securities Limited,3,1103.0,3309.0,199361640
2026092301000021,2026-09-23,2026-09-23T10:46:00.157864,SNLI,Sun Nepal Life Insurance Company Limited,9201,69,INDEX SECURITIES LIMITED,50,Cristal Kanchanjanga Securites Pvt. Ltd.,20,448.8,8976.0,199361654
2026092301000022,2026-09-23,2026-09-23T10:46:00.182607,SAPIL,Sarvottam Paints Industries Limited,9353,62,Capital Max Securities Ltd,42,Sani Securities Company Ltd.,10,1357.0,13570.0,199361666
2026092301000023,2026-09-23,2026-09-23T10:46:00.18479,PBD93,"6.25% Prime Bank Debenture, 2093",9354,74,KALASH STOCK MARKET PVT. LTD.,49,Online Securities Pvt. Ltd.,3,1123.0,3369.0,199361673
2026092301000024,2026-09-23,2026-09-23T11:00:07.665943,SBL,Siddhartha Bank Limited,145,57,Aryatara Investment & Securities,57,Aryatara Investment & Securities,70,459.0,32130.0,199361817
2026092301000025,2026-09-23,2026-09-23T11:00:07.665976,SBL,Siddhartha Bank Limited,145,6,Agrawal Securities (PVT) Ltd.,57,Aryatara Investment & Securities,930,458.0,425940.0,199361818
2026092301000026,2026-09-23,2026-09-23T11:00:08.832503,HBL,Himalayan Bank Limited,134,45,Imperial Securities Company Pvt. Ltd.,58,Naasa Securities Co. Ltd.,10,195.0,1950.0,199361820
2026092301000027,2026-09-23,2026-09-23T11:00:09.06912,LSL,Laxmi Sunrise Bank Limited,141,14,Nepal Stock House (PVT) Ltd.,58,Naasa Securities Co. Ltd.,12,251.0,3012.0,199361822
2026092301000028,2026-09-23,2026-09-23T11:00:11.798579,KBL,Kumari Bank Limited,142,58,Naasa Securities Co. Ltd.,14,Nepal Stock House (PVT) Ltd.,10,228.0,2280.0,199361829
2026092301000029,2026-09-23,2026-09-23T11:00:13.84474,SBL,Siddhartha Bank Limited,145,6,Agrawal Securities (PVT) Ltd.,57,Aryatara Investment & Securities,70,458.0,32060.0,199361841
2026092301000030,2026-09-23,2026-09-23T11:00:13.844799,SBL,Siddhartha Bank Limited,145,42,Sani Securities Company Ltd.,57,Aryatara Investment & Securities,100,457.0,45700.0,199361843
2026092301000031,2026-09-23,2026-09-23T11:00:13.844833,SBL,Siddhartha Bank Limited,145,4,Opal Securities Investment (PVT) Ltd.,57,Aryatara Investment & Securities,20,456.0,9120.0,199361845
2026092301000032,2026-09-23,2026-09-23T11:00:13.844862,SBL,Siddhartha Bank Limited,145,6,Agrawal Securities (PVT) Ltd.,57,Aryatara Investment & Securities,10,455.0,4550.0,199361846
2026092301000033,2026-09-23,2026-09-23T11:00:20.774178,GBIME,Global IME Bank Limited,341,69,INDEX SECURITIES LIMITED,49,Online Securities Pvt. Ltd.,686,247.0,169442.0,199361855
2026092301000034,2026-09-23,2026-09-23T11:00:28.080116,MBL,Machhapuchhre Bank Limited,140,58,Naasa Securities Co. Ltd.,34,Vision Securities Pvt. Ltd,25,264.0,6600.0,199361870
2026092301000035,2026-09-23,2026-09-23T11:00:38.229208,KBL,Kumari Bank Limited,142,74,KALASH STOCK MARKET PVT. LTD.,14,Nepal Stock House (PVT) Ltd.,90,228.0,20520.0,199361902
2026092301000036,2026-09-23,2026-09-23T11:00:38.229331,KBL,Kumari Bank Limited,142,74,KALASH STOCK MARKET PVT. LTD.,58,Naasa Securities Co. Ltd.,187,228.0,42636.0,199361904
2026092301000037,2026-09-23,2026-09-23T11:00:38.617822,SARBTM,Sarbottam Cement Limited,9242,58,Naasa Securities Co. Ltd.,57,Aryatara Investment & Securities,56,819.0,45864.0,199361906
2026092301000038,2026-09-23,2026-09-23T11:00:39.040849,SBL,Siddhartha Bank Limited,145,6,Agrawal Securities (PVT) Ltd.,57,Aryatara Investment & Securities,990,455.0,450450.0,199361909
2026092301000039,2026-09-23,2026-09-23T11:00:39.040958,SBL,Siddhartha Bank Limited,145,58,Naasa Securities Co. Ltd.,57,Aryatara Investment & Securities,10,455.0,4550.0,199361910
2026092301000040,2026-09-23,2026-09-23T11:00:50.231689,MEPDL,Mount Everest Power Development Limited,9352,49,Online Securities Pvt. Ltd.,74,KALASH STOCK MARKET PVT. LTD.,10,684.0,6840.0,199361947
2026092301000041,2026-09-23,2026-09-23T11:00:52.852277,GBIME,Global IME Bank Limited,341,69,INDEX SECURITIES LIMITED,88,Blue Chip Securities Ltd,1000,246.0,246000.0,199361951
2026092301000042,2026-09-23,2026-09-23T11:00:52.852361,GBIME,Global IME Bank Limited,341,42,Sani Securities Company Ltd.,88,Blue Chip Securities Ltd,20,245.0,4900.0,199361953
2026092301000043,2026-09-23,2026-09-23T11:00:52.852401,GBIME,Global IME Bank Limited,341,69,INDEX SECURITIES LIMITED,88,Blue Chip Securities Ltd,980,245.0,240100.0,199361954
2026092301000044,2026-09-23,2026-09-23T11:01:02.257306,LSL,Laxmi Sunrise Bank Limited,141,14,Nepal Stock House (PVT) Ltd.,49,Online Securities Pvt. Ltd.,988,251.0,247988.0,199361977
2026092301000045,2026-09-23,2026-09-23T11:01:08.929788,NABIL,Nabil Bank Limited,131,58,Naasa Securities Co. Ltd.,45,Imperial Securities Company Pvt. Ltd.,10,568.0,5680.0,199361995
2026092301000046,2026-09-23,2026-09-23T11:01:08.92989,NABIL,Nabil Bank Limited,131,101,APPLE SECURITIES PRIVATE LIMITED,45,Imperial Securities Company Pvt. Ltd.,490,567.0,277830.0,199361996
2026092301000047,2026-09-23,2026-09-23T11:01:14.308076,KBL,Kumari Bank Limited,142,74,KALASH STOCK MARKET PVT. LTD.,58,Naasa Securities Co. Ltd.,150,228.0,34200.0,199362016
2026092301000048,2026-09-23,2026-09-23T11:01:14.545222,HBL,Himalayan Bank Limited,134,78,Garima Securities Limited,58,Naasa Securities Co. Ltd.,10,200.0,2000.0,199362018
2026092301000049,2026-09-23,2026-09-23T11:01:15.861362,EBLD86,Everest Bank Limited,8044,36,Secured Securities Ltd.,58,Naasa Securities Co. Ltd.,25,1059.0,26475.0,199362030
2026092301000050,2026-09-23,2026-09-23T11:01:16.495952,GBIME,Global IME Bank Limited,341,69,INDEX SECURITIES LIMITED,14,Nepal Stock House (PVT) Ltd.,20,245.0,4900.0,199362037
2026092301000051,2026-09-23,2026-09-23T11:01:16.496115,GBIME,Global IME Bank Limited,341,42,Sani Securities Company Ltd.,14,Nepal Stock House (PVT) Ltd.,10,245.0,2450.0,199362039
2026092301000052,2026-09-23,2026-09-23T11:01:18.011569,H8020,Himalayan 80-20,9221,57,Aryatara Investment & Securities,14,Nepal Stock House (PVT) Ltd.,1500,10.95,16425.0,199362045
2026092301000053,2026-09-23,2026-09-23T11:01:19.754155,KBL,Kumari Bank Limited,142,74,KALASH STOCK MARKET PVT. LTD.,87,S.P.S.A. Securities Limited,10,228.0,2280.0,199362050
2026092301000054,2026-09-23,2026-09-23T11:01:21.354113,NBL,Nepal Bank Limited,517,45,Imperial Securities Company Pvt. Ltd.,36,Secured Securities Ltd.,200,298.7,59740.0,199362055
2026092301000055,2026-09-23,2026-09-23T11:01:21.708708,SAPIL,Sarvottam Paints Industries Limited,9353,57,Aryatara Investment & Securities,42,Sani Securities Company Ltd.,10,1330.0,13300.0,199362057
2026092301000056,2026-09-23,2026-09-23T11:01:22.394321,MEPDL,Mount Everest Power Development Limited,9352,56,Sri Hari Securities Pvt. Ltd.,70,Infinity Securities Limited,10,682.0,6820.0,199362058
2026092301000057,2026-09-23,2026-09-23T11:01:27.303197,GBIME,Global IME Bank Limited,341,58,Naasa Securities Co. Ltd.,14,Nepal Stock House (PVT) Ltd.,150,245.0,36750.0,199362079
2026092301000058,2026-09-23,2026-09-23T11:01:32.518739,CZBIL,Citizens Bank International Limited,348,60,Nagarik Stock Dealer ,33,Dakshinkali Investment & Securities Pvt. Ltd.,2300,215.9,496570.0,199362093
2026092301000059,2026-09-23,2026-09-23T11:01:37.334506,NBL,Nepal Bank Limited,517,42,Sani Securities Company Ltd.,46,Kalika Securities Pvt. Ltd.,13,299.9,3898.7,199362125
2026092301000060,2026-09-23,2026-09-23T11:01:40.674895,SRLI,Sanima Reliance Life Insurance Limited,5982,52,Sundhara Securities Limited,62,Capital Max Securities Ltd,18,385.0,6930.0,199362139
