contractId,businessDate,tradeTime,stockSymbol,securityName,stockId,buyerMemberId,buyerBrokerName,sellerMemberId,sellerBrokerName,contractQuantity,contractRate,contractAmount,tradeBookId
2026092401000001,2026-09-24,2026-09-24T10:46:00.031758,LSL,Laxmi Sunrise Bank Limited,141,45,Imperial Securities Company Pvt. Ltd.,7,J.F. Securites (PVT) Ltd.,10,250.0,2500.0,199477405
2026092401000002,2026-09-24,2026-09-24T10:46:00.043511,NMB,NMB Bank Limited,238,74,KALASH STOCK MARKET PVT. LTD.,57,Aryatara Investment & Securities,30,266.3,7989.0,199477427
2026092401000003,2026-09-24,2026-09-24T10:46:00.047178,GBIME,Global IME Bank Limited,341,57,Aryatara Investment & Securities,35,Kohinoor Investment & Securities Pvt. Ltd.,30,247.5,7425.0,199477433
2026092401000004,2026-09-24,2026-09-24T10:46:00.056402,NIMBPO,Nepal Investment Mega Bank Ltd. Promoter Share,469,43,South Asian Bulls Pvt. Ltd.,58,Naasa Securities Co. Ltd.,10,134.1,1341.0,199477446
2026092401000005,2026-09-24,2026-09-24T10:46:00.06918,ICFCD83,12% ICFC Finance Limited Debenture 2083,2882,45,Imperial Securities Company Pvt. Ltd.,34,Vision Securities Pvt. Ltd,1,967.2,967.2,199477458
2026092401000006,2026-09-24,2026-09-24T10:46:00.110817,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,8111,52,Sundhara Securities Limited,13,Thrive Brokerage House Pvt. Ltd,500,193.5,96750.0,199477462
2026092401000007,2026-09-24,2026-09-24T10:46:00.131099,SNLI,Sun Nepal Life Insurance Company Limited,9201,49,Online Securities Pvt. Ltd.,6,Agrawal Securities (PVT) Ltd.,12,420.0,5040.0,199477488
2026092401000008,2026-09-24,2026-09-24T10:46:00.154829,MEPDL,Mount Everest Power Development Limited,9352,34,Vision Securities Pvt. Ltd,25,Sweta Securities Private Limited,10,620.1,6201.0,199477496
2026092401000009,2026-09-24,2026-09-24T10:46:00.15487,MEPDL,Mount Everest Power Development Limited,9352,34,Vision Securities Pvt. Ltd,58,Naasa Securities Co. Ltd.,10,620.1,6201.0,199477500
2026092401000010,2026-09-24,2026-09-24T10:46:00.157867,SAPIL,Sarvottam Paints Industries Limited,9353,95,Magnet Securities and Investment Company Private Limited,42,Sani Securities Company Ltd.,10,1333.0,13330.0,199477504
2026092401000011,2026-09-24,2026-09-24T11:00:05.186313,MEPDL,Mount Everest Power Development Limited,9352,56,Sri Hari Securities Pvt. Ltd.,58,Naasa Securities Co. Ltd.,10,645.0,6450.0,199477612
2026092401000012,2026-09-24,2026-09-24T11:00:05.246272,MEPDL,Mount Everest Power Development Limited,9352,56,Sri Hari Securities Pvt. Ltd.,58,Naasa Securities Co. Ltd.,10,645.0,6450.0,199477614
2026092401000013,2026-09-24,2026-09-24T11:00:06.196732,NABIL,Nabil Bank Limited,131,101,APPLE SECURITIES PRIVATE LIMITED,58,Naasa Securities Co. Ltd.,30,566.0,16980.0,199477618
2026092401000014,2026-09-24,2026-09-24T11:00:06.250795,NABIL,Nabil Bank Limited,131,101,APPLE SECURITIES PRIVATE LIMITED,58,Naasa Securities Co. Ltd.,45,566.0,25470.0,199477620
2026092401000015,2026-09-24,2026-09-24T11:00:10.721841,GBIME,Global IME Bank Limited,341,58,Naasa Securities Co. Ltd.,35,Kohinoor Investment & Securities Pvt. Ltd.,80,244.0,19520.0,199477631
2026092401000016,2026-09-24,2026-09-24T11:00:35.669311,CZBIL,Citizens Bank International Limited,348,42,Sani Securities Company Ltd.,96,Himalayan Securities Limited,15,212.0,3180.0,199477665
