businessDate,indexId,indexCode,indexName,isSubIndex,open,high,low,close,previousClose,change,perChange,fiftyTwoWeekHigh,fiftyTwoWeekLow,turnoverValue,turnoverVolume,totalTransaction,sector,baseYearMarketCapitalization
2026-09-09,57,SENSIND,Sensitive Index,0,459.84,460.27,451.56,452.34,453.95,-1.61,-0.35,507.0,435.29,1295677578.6,2881272,13254,ALL,447841.1858
2026-09-09,58,NEPSE,NEPSE Index,0,2577.05,2578.43,2543.22,2545.4,2560.83,-15.43,-0.6,2960.4,2487.17,4133330483.3,8045178,49803,ALL,170555.0075
2026-09-09,62,FLOATIND,Float Index,0,176.83,176.88,174.36,174.65,175.66,-1.01,-0.58,204.2,170.57,4133330483.3,8045178,49803,ALL,839190.1912
2026-09-09,63,SENSFLTIND,Sensitive Float Index,0,154.93,155.09,152.29,152.59,153.25,-0.66,-0.43,173.41,147.6,1295677578.6,2881272,13254,ALL,527142.7323
2026-09-09,51,BANKSUBIND,Banking SubIndex,1,1474.06,1474.61,1442.31,1444.89,1447.14,-2.25,-0.15,1567.1,1326.12,320731534.1,1076149,4287,Commercial Banks,77351.6855
2026-09-09,52,HOTELIND,Hotels And Tourism Index,1,7065.89,7104.38,6962.71,6987.77,7085.69,-97.92,-1.38,8457.99,5895.07,157970902.8,274186,1830,Hotels And Tourism,1997.6871
2026-09-09,53,OTHERSIND,Others Index,1,1844.69,1848.79,1792.26,1795.19,1804.03,-8.84,-0.49,2599.44,1777.44,71875009.5,113746,1464,Others,19544.8826
2026-09-09,54,HYDPOWIND,HydroPower Index,1,3515.26,3527.15,3484.58,3497.36,3514.75,-17.39,-0.49,4129.68,3147.74,1543377808.6,3909795,21230,Hydro Power,21317.6436
2026-09-09,55,DEVBANKIND,Development Bank Index,1,5417.97,5426.59,5299.84,5312.84,5442.15,-129.31,-2.37,6525.43,5236.74,299408987.1,653991,4034,Development Banks,3713.3472
2026-09-09,56,MANPROCIND,Manufacturing And Processing,1,10589.78,10717.89,10565.29,10579.45,10609.86,-30.41,-0.28,11881.08,6982.78,863620541.8,660706,7229,Manufacturing And Processing,3627.5391
2026-09-09,59,NONLIFIND,Non Life Insurance,1,9457.27,9525.64,9299.96,9335.62,9484.93,-149.31,-1.57,12088.74,9243.71,52911832.5,109563,922,Non Life Insurance,1923.1267
2026-09-09,60,FININD,Finance Index,1,2235.02,2239.01,2188.45,2198.29,2245.1,-46.81,-2.08,2705.17,2157.02,287302391.5,587099,2710,Finance,3235.9835
2026-09-09,61,TRDIND,Trading Index,1,3238.64,3268.57,3184.99,3187.88,3238.63,-50.75,-1.56,4276.68,3180.71,5064554.1,1053,40,Tradings,5613.7011
2026-09-09,64,MICRFININD,Microfinance Index,1,4421.44,4433.21,4395.88,4416.71,4428.74,-12.03,-0.27,5312.77,4368.48,132460195.1,145827,2055,Microfinance,7593.988
2026-09-09,65,LIFINSIND,Life Insurance,1,11226.69,11256.08,11174.01,11209.11,11232.55,-23.44,-0.2,13916.15,11062.72,62135650.2,125180,1813,Life Insurance,3069.8792
2026-09-09,66,MUTUALIND,Mutual Fund,1,19.68,19.68,19.48,19.59,19.69,-0.1,-0.51,22.33,19.49,31812569.77,2826557,754,Mutual Fund,22268.487
2026-09-09,67,INVIDX,Investment Index,1,95.88,95.98,94.08,94.27,95.05,-0.78,-0.82,113.77,92.82,336471076.0,387883,2189,Investment,315640.8816
