businessDate,indexId,indexCode,indexName,isSubIndex,open,high,low,close,previousClose,change,perChange,fiftyTwoWeekHigh,fiftyTwoWeekLow,turnoverValue,turnoverVolume,totalTransaction,sector,baseYearMarketCapitalization
2026-09-22,57,SENSIND,Sensitive Index,0,471.51,473.94,469.9,473.79,471.08,2.71,0.57,507.0,435.29,2750821038.5,6311011,21645,ALL,447841.1858
2026-09-22,58,NEPSE,NEPSE Index,0,2650.77,2662.71,2637.57,2654.28,2647.22,7.06,0.26,2960.4,2487.17,6980162833.3,16844207,69564,ALL,170555.0075
2026-09-22,62,FLOATIND,Float Index,0,182.83,183.53,181.82,182.99,182.46,0.53,0.29,204.2,170.57,6980162833.3,16844207,69564,ALL,839190.1912
2026-09-22,63,SENSFLTIND,Sensitive Float Index,0,159.45,160.29,158.8,160.0,159.32,0.68,0.42,173.41,147.6,2750821038.5,6311011,21645,ALL,527142.7323
2026-09-22,51,BANKSUBIND,Banking SubIndex,1,1517.28,1523.91,1507.18,1516.46,1511.17,5.29,0.35,1567.1,1327.01,1213604585.4,4347561,10985,Commercial Banks,77351.6855
2026-09-22,52,HOTELIND,Hotels And Tourism Index,1,7210.19,7240.02,7173.22,7232.77,7210.2,22.57,0.31,8457.99,5895.07,103688460.5,202314,1716,Hotels And Tourism,1997.6871
2026-09-22,53,OTHERSIND,Others Index,1,1834.9,1861.03,1826.4,1860.62,1835.65,24.97,1.36,2503.22,1777.44,107658013.0,149667,1667,Others,19544.8826
2026-09-22,54,HYDPOWIND,HydroPower Index,1,3683.7,3685.9,3649.47,3659.63,3665.08,-5.45,-0.14,4129.68,3147.74,2911201196.1,8206862,31552,Hydro Power,21317.6436
2026-09-22,55,DEVBANKIND,Development Bank Index,1,5528.24,5543.19,5479.78,5519.32,5495.64,23.68,0.43,6525.43,5236.74,311822266.7,674029,3024,Development Banks,3713.3472
2026-09-22,56,MANPROCIND,Manufacturing And Processing,1,10674.26,10807.01,10640.72,10686.34,10712.66,-26.32,-0.24,11881.08,7057.22,851706678.1,793652,7520,Manufacturing And Processing,3627.5391
2026-09-22,59,NONLIFIND,Non Life Insurance,1,9800.13,9872.46,9721.91,9795.79,9798.18,-2.39,-0.02,11996.38,9243.71,63392134.8,120766,858,Non Life Insurance,1923.1267
2026-09-22,60,FININD,Finance Index,1,2263.67,2278.07,2244.47,2255.64,2267.52,-11.88,-0.52,2705.17,2157.02,136329635.5,254847,1441,Finance,3235.9835
2026-09-22,61,TRDIND,Trading Index,1,3310.87,3379.74,3257.5,3279.97,3310.86,-30.89,-0.93,4276.68,3179.06,45313627.1,8278,65,Tradings,5613.7011
2026-09-22,64,MICRFININD,Microfinance Index,1,4545.74,4599.17,4545.63,4590.96,4568.91,22.05,0.48,5312.77,4368.48,281274466.9,309247,3236,Microfinance,7593.988
2026-09-22,65,LIFINSIND,Life Insurance,1,11951.58,12047.44,11833.7,12047.44,11948.61,98.83,0.82,13916.15,11062.72,205592945.7,419504,3251,Life Insurance,3069.8792
2026-09-22,66,MUTUALIND,Mutual Fund,1,19.64,19.69,19.4,19.61,19.66,-0.05,-0.3,22.33,19.44,39244039.57,4614948,696,Mutual Fund,22268.487
2026-09-22,67,INVIDX,Investment Index,1,97.34,98.53,96.07,98.01,97.54,0.47,0.48,113.77,92.82,748578823.5,1357480,4249,Investment,315640.8816
