businessDate,indexId,indexCode,indexName,isSubIndex,open,high,low,close,previousClose,change,perChange,fiftyTwoWeekHigh,fiftyTwoWeekLow,turnoverValue,turnoverVolume,totalTransaction,sector,baseYearMarketCapitalization
2026-09-02,57,SENSIND,Sensitive Index,0,447.0,449.18,444.99,449.18,446.16,3.02,0.67,507.0,435.29,1113462456.8,2725712,10671,ALL,447841.1858
2026-09-02,58,NEPSE,NEPSE Index,0,2524.22,2538.18,2513.35,2538.11,2522.67,15.44,0.61,2960.4,2487.17,2922882660.4,6690735,39088,ALL,170555.0075
2026-09-02,62,FLOATIND,Float Index,0,173.24,174.2,172.56,174.19,172.97,1.22,0.71,204.2,170.57,2922882660.4,6690735,39088,ALL,839190.1912
2026-09-02,63,SENSFLTIND,Sensitive Float Index,0,150.74,151.61,150.13,151.61,150.44,1.17,0.78,173.41,147.6,1113462456.8,2725712,10671,ALL,527142.7323
2026-09-02,51,BANKSUBIND,Banking SubIndex,1,1425.17,1428.55,1416.45,1427.15,1416.78,10.37,0.73,1567.1,1326.12,314072802.2,1214568,4064,Commercial Banks,77351.6855
2026-09-02,52,HOTELIND,Hotels And Tourism Index,1,7035.66,7057.03,6986.48,7057.03,7035.66,21.37,0.3,8457.99,5895.07,57632129.5,106757,898,Hotels And Tourism,1997.6871
2026-09-02,53,OTHERSIND,Others Index,1,1772.78,1802.17,1772.78,1801.6,1787.13,14.47,0.8,2665.28,1777.44,45830437.1,75243,1061,Others,19544.8826
2026-09-02,54,HYDPOWIND,HydroPower Index,1,3471.27,3506.1,3447.74,3505.21,3472.14,33.07,0.95,4129.68,3147.74,1446140285.0,3720637,18657,Hydro Power,21317.6436
2026-09-02,55,DEVBANKIND,Development Bank Index,1,5386.47,5423.87,5376.09,5423.86,5391.92,31.94,0.59,6525.43,5236.74,147448687.3,303293,1271,Development Banks,3713.3472
2026-09-02,56,MANPROCIND,Manufacturing And Processing,1,10302.24,10434.73,10302.24,10430.85,10380.11,50.74,0.48,11881.08,6982.78,381751280.7,445848,6554,Manufacturing And Processing,3627.5391
2026-09-02,59,NONLIFIND,Non Life Insurance,1,9324.14,9371.79,9126.58,9316.86,9324.14,-7.28,-0.07,12329.01,9243.71,86451050.4,184772,1184,Non Life Insurance,1923.1267
2026-09-02,60,FININD,Finance Index,1,2236.64,2262.83,2234.42,2262.83,2242.37,20.46,0.91,2705.17,2157.02,130935652.7,232924,892,Finance,3235.9835
2026-09-02,61,TRDIND,Trading Index,1,3183.61,3219.14,3147.18,3206.61,3183.61,23.0,0.72,4276.68,3180.71,3605331.3,712,28,Tradings,5613.7011
2026-09-02,64,MICRFININD,Microfinance Index,1,4363.56,4389.97,4353.95,4389.97,4370.82,19.15,0.43,5312.77,4368.48,88258550.1,86339,1581,Microfinance,7593.988
2026-09-02,65,LIFINSIND,Life Insurance,1,11190.07,11203.35,11086.94,11172.2,11162.15,10.05,0.09,13916.15,11062.72,51150226.2,117054,1567,Life Insurance,3069.8792
2026-09-02,66,MUTUALIND,Mutual Fund,1,19.54,19.56,19.44,19.52,19.53,-0.01,-0.09,22.33,19.49,4957651.56,517207,350,Mutual Fund,22268.487
2026-09-02,67,INVIDX,Investment Index,1,94.07,94.22,92.76,93.81,93.4,0.41,0.44,113.77,92.82,169606227.9,202588,1331,Investment,315640.8816
